Transaction_ID,Customer_ID,Transaction_Timestamp,Amount,Merchant_Category,Payment_Method,City,State,Country,Device_Type,Customer_Type,Transaction_Status,Fraud_Flag,Risk_Score,Risk_Level,Risk_Factors,Failed_Attempts_24h,Transactions_Last_10_Min,Card_Network,Merchant_ID,Transaction_Currency,IP_Risk_Category
TXN124284,CUST1626,2026-03-15 21:41:00,2242.08,Online Services,Net Banking,Pune,MH,India,Windows,Premium,Approved,No,21,Low,New Device,7,6,Visa,MID4231,INR,trusted
TXN116945,CUST4459,2026-01-07 10:15:00,1263.23,Education,UPI,Ahmedabad,GJ,India,Android,Regular,Approved,No,3,Low,,1,3,RuPay,MID1850,INR ,Unknown
TXN128049,CUST1639,2026-07-17 10:02:00,3756.98,Food & Dining,Net Banking,Hyderabad,TS,India,MacOS,Premium,Declined,No,8,Low,,11,1,Amex,MID8422,INR,VPN Detected
TXN124565,CUST2412,2026-01-24 18:55:00,8033.23,Grocery,Net Banking,Delhi,DL,India,Windows,Premium,Approved,No,19,Low,Velocity Alert,11,5,Amex,MID3669,INR,Trusted
TXN136225,CUST8680,2026-09-04 12:06:56,1126.28,Travel,Debit Card,Calcutta,WB,India,Android, Premium ,BLOCKED,No,73,Critical,New Device; Velocity Alert,14,2,Visa,MID1854,INR,trusted
TXN133294,CUST8568,2026-06-09 11:25:00,20671.06,Travel,Wallet, bengaluru,KA,India,Android,Regular,Blocked,No,1,Low,,5,6,Visa,MID5716,USD,VPN Detected
TXN127417,CUST1986,2026-04-06 00:02:00,6063.58,Electronics,UPI,Gurugram,HR,India,Windows,Premium,Approved,No,11,Low,Unusual Time,3,2,visa,MID4888,INR, VPN Detected
TXN113675,CUST9958,2026-02-08 15:57:00,1054.27,,Wallet,Kolkata,WB,India,MacOS,New,Approved,No,6,Low,,0,1,RuPay,MID9233,INR,New IP
TXN133827,CUST3669,2026-07-26 23:34:00,832.51,Healthcare,UPI,Jaipur,RJ,India,MacOS,Premium,Approved,No,20,Low,,3,5,RuPay,MID9738,INR,Blacklisted
TXN140042,CUST7625,2026-11-04 16:41:53,3355.56,Food & Dining, Credit Card ,thane,MH,India,iOS,New,Blocked,No,60,High,New Device; Velocity Alert; Failed Authentication,0,1,Amex,MID8239,INR,Blacklisted
TXN107679,CUST1697,2026-06-06 22:47:00,3936.42,Gaming,UPI,Noida,UP,India,Android,Premium, Approved ,No,15,Low,,6,1,visa,MID3984,INR,Unknown
TXN129181,CUST6728,2026-06-20 16:02:00,3484.1,Travel,Credit Card,Kolkata,WB,India,Windows,New,Declined,No,20,Low,Failed Authentication,2,2,visa,MID7557,INR,VPN Detected
TXN141216,CUST2243,2026-12-19 18:43:15,1379.45, Jewellery ,credit card,Gurgaon,HR,India,macos, Premium , Declined ,No,40,Low,New Device; Failed Authentication,11,2,visa,MID9073,INR,New IP
TXN111005,CUST1050,2026-05-14 12:44:00,9129.84,Grocery,Net Banking,Kolkata,WB,India,MacOS,Regular,Approved,No,1,Low,,1,0,Visa,MID4830,INR,trusted
TXN139762,CUST2945,2026-09-19 01:03:18,3983.94, Utilities , UPI ,delhi,DL,India,android,Regular, Approved ,Y,59,High,Failed Authentication,11,0,Visa,MID7007,INR,NEW IP
TXN123433,CUST7942,2026-07-21 22:14:00,5444.18,Clothing,,Surat,GJ,India,iOS,Regular,Approved,No,10,Low,,11,0,Visa,MID8704,INR,Unknown
TXN110276,CUST2184,2026-01-24 13:32:00,2918.75,Gaming,Credit Card,Thane,MH,India, MacOS ,Regular,Approved,No,19,Low,,8,6, Mastercard ,MID9364,INR,New IP
TXN117264,CUST5102,2026-02-03 08:16:00,4118.22,Gaming,Credit Card,Indore,MP,India,Android,New,Declined,No,13,Low,,1,4,Amex,MID3365,USD,trusted
TXN131165,CUST6761,2026-08-20 20:42:00,1201.1,Fuel,Net Banking,Mumbai,MH,India,Windows,New,Approved,No,1,Low,,4,6,Mastercard,MID7135,INR, VPN Detected
TXN127020,CUST5033,2026-01-15 07:27:00,4598.03,Utilities,Wallet,Noida,UP,India,iOS,Regular,Approved,No,9,Low,,9,1, Mastercard ,MID6092,INR, VPN Detected
TXN106231,CUST8280,2026-02-24 22:45:00,1631.89,Gaming,Debit Card,Delhi,DL,India,Windows,Regular,Declined,No,37,Medium,New Device,6,1,visa,MID5193,,VPN Detected
TXN119839,CUST5176,2026-03-01 02:35:00,5023.25,Healthcare,Wallet,Bengaluru,KA,India,Windows,New,Blocked,Yes,49,Medium,Unusual Time,10,6,Visa,MID9179,INR,Blacklisted
TXN111492,CUST8793,2026-04-01 04:13:00,4935.24,Education,Wallet,Kochi,KL,India,MacOS,,Approved,No,24,Low,Unusual Time,11,0,RuPay,MID7635,INR,New IP
TXN142862,CUST6729,2026-04-30 23:27:30,430.22,FOOD & DINING, Net Banking ,Mumbai,MH,India, MacOS ,regular,Declined, yes ,41,Medium,Unusual Time; New Device; Location Mismatch,14,0,RuPay,MID4259,INR,New IP
TXN113109,CUST9547,2026-04-10 12:21:00,2721.46,Utilities,Net Banking,Gurugram,HR,India,Android,New,Approved,No,1,Low,,1,0,RuPay,MID2967,Rs,Trusted
TXN121419,CUST3940,2026-01-31 08:31:00,18455.55,Education,Net Banking,Indore,MP,India,iOS,Regular,Approved,No,11,Low,,8,4,Visa,MID3302,,Trusted
TXN119757,CUST4756,2026-03-18 02:22:00,6247.17,Electronics,UPI,Thane,MH,India,MacOS,Premium,Approved,No,26,Low,Unusual Time; Location Mismatch,2,0,Visa,MID4262,inr,Blacklisted
TXN140305,CUST1246,2026-06-15 15:43:57,1763.64,Fuel,Debit  Card,mumbai,MH,India, nan , Premium ,Pending,YES,81,Low,Unusual Time; New Device; Failed Authentication,5,6,visa,MID1563,INR, VPN Detected
TXN141191,CUST9191,2026-05-08 23:28:16,170.39,Food  &  Dining,Debit Card, PUNE ,MH,India,windows,New,PENDING,No ,46,Low,,3,2,Visa,MID1052,Rs,NEW IP
TXN125392,CUST7160,2026-02-04 09:39:00,1535.1,Electronics,Credit Card,Pune,MH,India,iOS,Regular,Approved,No,9,Low,,5,4,visa,MID4197,inr,Blacklisted
TXN132881,CUST7572,2026-06-05 03:46:00,18146.44,Gaming,Credit Card,Mumbai,MH,India,Windows,New,Pending,No,33,Medium,Unusual Time; New Device,2,6,RuPay,MID9292,INR,New IP
TXN110115,CUST1240,2026-04-08 02:20:00,2664.41,,Net Banking,Thane,MH,India,Android,Regular,Approved,No,32,Medium,Unusual Time,0,1,RUPAY,MID9104,INR,NEW IP
TXN128179,CUST2818,2026-07-14 03:50:00,59083.94,Gaming,Net Banking,Jaipur,RJ,India,Windows,Regular,Declined,No,50,Medium,High Amount; Unusual Time,4,6,amex ,MID8155,INR,NEW IP
TXN140753,CUST1354,2026-08-05 14:28:39,1040.4,electronics,Net  Banking,Kochi,KL,India,IOS,premium,Blocked,Y,72,High,Unusual Time; Location Mismatch; Failed Authentication,2,6,amex ,MID5177,INR,trusted
TXN124738,CUST2971,2026-07-02 01:17:00,15897.69,Online Services,Credit Card,Mumbai,MH,India,Android,Regular,Approved,No,27,Low,Unusual Time; Location Mismatch,5,0,amex ,MID7836,INR,Blacklisted
TXN121131,CUST6210,2026-01-05 22:14:00,5503.82,Utilities,UPI,Noida,UP,India,iOS,Regular,Approved,No,1,Low,,10,1, Mastercard ,MID9295,INR,VPN Detected
TXN143425,CUST7596,2026-03-12 07:00:23,1603.77, Travel ,NET BANKING,Nashik,MH,India,android, Premium ,BLOCKED, yes ,42,Critical,Unusual Time; New Device; Location Mismatch,7,2,Visa,MID7916,INR,VPN Detected
TXN111283,CUST4356,2026-05-03 22:02:00,1261.01,Clothing,Wallet,Nagpur,MH,India,MacOS,Premium,Approved,No,9,Low,,0,4,Visa,MID4166,INR,trusted
TXN140371,CUST9192,2026-08-01 10:45:22,541.58,FOOD & DINING,,pune,MH,India,macos, Regular ,blocked,No ,39,High,,5,0,visa,MID8470,INR, VPN Detected
TXN129651,CUST5083,2026-04-25 22:23:00,2483.74,Clothing,Credit Card,Thane,MH,India,Windows,New,Approved,No,7,Low,,6,2,Mastercard,MID2833,INR,VPN Detected
TXN134528,CUST2255,2026-01-15 21:08:00,1514.94,Travel,Debit Card,Nashik,MH,India,MacOS,,Approved,No,10,Low,,0,3,amex ,MID8923,INR,New IP
TXN123037,CUST3321,2026-08-13 13:03:00,1509.36,Utilities,Credit Card,Lucknow,UP,India,Windows,New,Approved,No,1,Low,,8,5,RuPay,MID5423,INR ,Unknown
TXN107644,CUST9293,2026-09-19 02:19:00,4245.49,Gaming,Net Banking,Hyderabad,TS,India,Windows,New,Approved,No,12,Low,Unusual Time; New Device,12,4,RUPAY,MID7265,INR,trusted
TXN134376,CUST2064,2026-09-04 07:05:00,1245.11,Grocery,Credit Card,Thane,MH,India,MacOS,New,Approved,No,10,Low,,6,2,Mastercard,MID4390,USD,NEW IP
TXN105279,CUST7116,2026-08-09 01:35:00,117.48,Utilities,Wallet,Nagpur,MH,India,Windows,Regular,Approved,No,18,Low,Unusual Time,4,6, Mastercard ,MID2893,inr,New IP
TXN104590,CUST8951,2026-06-07 15:16:00,1595.47,Jewellery,UPI,Kolkata,WB,India,MacOS,New,Approved,No,1,Low,,12,6,Mastercard,MID6868,INR,Trusted
TXN103125,CUST1868,2026-03-20 05:04:00,3105.23,Education,Debit Card,Chennai,TN,India,iOS,Premium,Approved,No,18,Low,,8,0,amex ,MID4783,Rs,trusted
TXN111041,CUST8463,2026-09-26 08:39:00,1282.34,Grocery,Debit Card,Surat,GJ,India,iOS,New,Blocked,No,22,Low,New Device,12,6,Mastercard,MID7760,INR,NEW IP
TXN112755,CUST8107,2026-07-17 17:37:00,872.71,Fuel,Wallet,Surat,GJ,India,MacOS,,Approved,No,1,Low,,11,2,Mastercard,MID2923,Rs,Unknown
TXN100197,CUST4801,2026-08-17 12:06:00,1966.89,Clothing,Credit Card,Jaipur,RJ,India,MacOS,Regular,Approved,No,1,Low,,0,2,RuPay,MID8989,INR, VPN Detected
TXN135026,CUST9913,2026-01-23 01:50:55,2453.33, Utilities ,wallet,Pune,MH,India,MACOS, Regular ,DECLINED,Yes,29,High,New Device; Velocity Alert; Failed Authentication,2,1,amex ,MID3064,INR,
TXN139063,CUST2101,2026-07-27 07:03:07,1205.65, Food & Dining , UPI , MUMBAI ,MH,India,android,premium,APPROVED,YES,5,High,Unusual Time; Velocity Alert,3,3,Mastercard,MID3159,INR,Blacklisted
TXN117387,CUST9791,2026-07-29 10:59:00,777.7,Healthcare,Debit Card,Ahmedabad,GJ,India,Android,Regular,Approved,Yes,38,Medium,,11,2,Visa,MID3422,INR,VPN Detected
TXN127430,CUST8918,2026-02-03 14:13:00,5689.54,Travel,UPI,Nashik,MH,India,MacOS,Premium,Approved,No,20,Low,New Device,10,6,RUPAY,MID6743,INR,Blacklisted
TXN105312,CUST6834,2026-04-29 00:38:00,36089.69,Grocery,Wallet,Pune,MH,India,Android,Regular,Approved,No,34,Medium,Unusual Time; Velocity Alert,2,6,visa,MID5761,INR,Blacklisted
TXN118086,CUST2893,2026-07-15 19:18:00,15760.83,Education,Debit Card,Nashik,MH,India,MacOS,Regular,Approved,No,11,Low,,5,0,Visa,MID6231,INR,VPN Detected
TXN137791,CUST2697,2026-11-02 09:46:31,1673.73,online services,DEBIT CARD,pune,MH,India,ANDROID,premium,declined,No,3,High,Failed Authentication,1,7,Visa,MID9191,INR, VPN Detected
TXN130331,CUST8739,2026-04-17 10:09:00,1371.76,Food & Dining,Net Banking,Lucknow,UP,India,iOS,New,Approved,No,9,Low,,2,1, Mastercard ,MID9390,INR,Unknown
TXN124960,CUST3250,2026-04-19 12:02:00,891.45,Jewellery,,Nagpur,MH,India,iOS,Premium,Declined,No,12,Low,,2,6, Mastercard ,MID6728,inr,Unknown
TXN115710,CUST6440,2026-04-11 07:14:00,520.86,Education,Wallet,Jaipur,RJ,India,Windows,Premium,Approved,No,8,Low,,2,1,amex ,MID6049,INR,trusted
TXN143228,CUST5784,2026-12-29 21:16:16,1828.58, Healthcare ,Debit  Card,Lucknow,UP,India,windows, Regular ,blocked,Yes,54,Low,,14,2,RuPay,MID1174,INR,Blacklisted
TXN120346,CUST4577,2026-08-27 02:44:00,2946.01,Grocery,Wallet,Chennai,TN,India,Windows,New, Approved ,No,24,Low,Unusual Time,5,0,visa,MID5700,INR,Trusted
TXN107609,CUST9461,2026-04-02 09:30:00,1859.17,Fuel,Wallet,Noida,UP,India,iOS,New,Approved,No,17,Low,Failed Authentication,7,5,RUPAY,MID2160,Rs,Trusted
TXN113602,CUST5567,2026-01-14 15:22:00,312.78,Gaming,Wallet,Kolkata,WB,India,iOS,Premium,Approved, yes ,4,Low,,2,4,Mastercard,MID2848,INR, VPN Detected
TXN138407,CUST8934,2026-06-02 22:38:01,987.74,Healthcare,upi,Kolkata,WB,India,Android,NEW,APPROVED,No ,33,High,Unusual Time; New Device; Velocity Alert,13,0, Mastercard ,MID2217,INR ,Blacklisted
TXN137807,CUST8354,2026-10-11 11:26:19,1632.92,ONLINE SERVICES, Net Banking ,Chennai,TN,India,WINDOWS,Premium,BLOCKED,Yes,13,Low,New Device; Location Mismatch,11,5,visa,MID2742,USD,VPN Detected
TXN114584,CUST2314,2026-02-19 23:55:00,4402.45,Food & Dining,Credit Card,Lucknow,UP,India,iOS,Regular,Approved,No,1,Low,,5,6,RuPay,MID1364,INR,Unknown
TXN140803,CUST9958,2026-03-27 22:50:34,2297.84,GROCERY,credit card,thane,MH,India,Android, Premium , Approved ,Yes,62,Low,,3,7,Visa,MID3479,INR, VPN Detected
TXN112860,CUST6764,2026-04-24 01:15:00,1967.13,Food & Dining,Wallet,Chennai,TN,India,MacOS,New,Approved,No,31,Medium,Unusual Time,8,6,amex ,MID2238,INR,Trusted
TXN127898,CUST1549,2026-04-01 09:56:00,2296.53,Healthcare,UPI,Delhi,DL,India,Windows,Regular,Approved,No,21,Low,,11,5,Visa,MID4157,INR,Blacklisted
TXN104600,CUST5578,2026-07-05 09:09:00,1293.99,Healthcare,Credit Card,Bengaluru,KA,India,Windows,New,Approved,No,5,Low,,10,0,RuPay,MID8910,INR, VPN Detected
TXN137778,CUST4753,2026-11-28 18:11:28,769.31,Online Services,NAN,Gurgaon,HR,India,ANDROID,New,APPROVED,Yes,55,Low,Unusual Time,8,0,RuPay,MID3300,INR,Trusted
TXN117985,CUST2346,2026-01-26 11:07:00,1515.21,Travel,UPI,Mumbai,MH,India,,Regular,Declined,No,4,Low,,4,1,visa,MID2122,INR,trusted
TXN137530,CUST4795,2026-04-01 09:15:37,1380.95, Education ,UPI, bengaluru,KA,India,WINDOWS, New ,Pending,Yes,21,Low,Unusual Time; New Device; Location Mismatch,2,3,RUPAY,MID2420,INR,NEW IP
TXN116156,CUST7254,2026-04-04 05:32:00,3074.3,Healthcare,Credit Card,Thane,MH,India, Android ,Premium,Approved,No,10,Low,,9,1,Mastercard,MID5996,INR,Blacklisted
TXN112128,CUST2277,2026-07-04 01:42:00,3607.32,Healthcare,net banking,Kolkata,WB,India,Windows,Premium,Approved,No,23,Low,Unusual Time,6,2, Mastercard ,MID1325,INR,Unknown
TXN138157,CUST9605,2026-05-02 13:31:14,1770.64,TRAVEL, UPI ,Chennai,TN,India, MacOS ,new, Pending ,YES,87,High,High Amount; Velocity Alert,13,2,amex ,MID5493,INR,Unknown
TXN141550,CUST5301,2026-12-01 21:57:32,1981.12,Jewellery,WALLET,KOLKATA ,WB,India,iOS,regular,BLOCKED,Yes,19,Critical,,9,1,amex ,MID2011,INR,VPN Detected
TXN114408,CUST1229,2026-04-16 10:07:00,5806.86,Clothing,Credit Card,Kochi,KL,India,iOS,Regular,Approved,No,1,Low,,12,6, Mastercard ,MID2088,INR,Trusted
TXN124414,CUST9574,2026-09-24 05:30:00,607.23,Education,Wallet,Ahmedabad,GJ,India,iOS,Premium,Approved,No,120,Low,,0,5,Visa,MID3615,INR,Unknown
TXN116053,CUST9098,2026-02-28 21:11:00,626.68,Education,Credit Card,Gurugram,HR,India,iOS,New,Approved,No,1,Low,,10,2,RuPay,MID4639,INR,Blacklisted
TXN128653,CUST2534,2026-07-08 05:00:00,10232.31,Fuel,Net Banking,,MH,India,MacOS,Regular,Approved,No,5,Low,,9,6, Mastercard ,MID9900,INR,Unknown
TXN130082,CUST1524,2026-06-04 10:37:00,,Healthcare,Credit Card,Lucknow,UP,India,MacOS,New,Approved,No,5,Low,,9,5,visa,MID9098,INR,NEW IP
TXN107741,CUST3319,2026-03-10 12:37:00,3891.64,Clothing,Debit Card,Lucknow,UP,India,Windows,New,Approved,No,7,Low,,6,0, Mastercard ,MID7548,INR,Blacklisted
TXN133828,CUST9797,2026-06-18 03:55:00,655.54,Food & Dining,Debit Card,Mumbai,MH,India,Android,New,Approved,No,40,Medium,Unusual Time; Failed Authentication,4,0,Amex,MID5916,INR, VPN Detected
TXN139460,CUST9101,2026-02-05 03:42:06,426.69,utilities,Debit  Card,pune,MH,India,MacOS,Regular,APPROVED,Yes,27,Critical,Unusual Time; Location Mismatch,7,6,Amex,MID7574,INR,trusted
TXN115079,CUST1452,2026-07-06 15:52:00,569.73,Electronics,UPI,Gurugram,HR,India,MacOS,Regular,Approved,No,14,Low,,7,3,RuPay,MID9475,INR ,NEW IP
TXN129048,CUST9426,2026-07-23 19:15:00,2559.5,,Net Banking,Surat,GJ,India,Android,New,Approved,No,32,Medium,Location Mismatch,0,2,visa,MID7090,INR,VPN Detected
TXN106858,CUST2034,2026-04-09 10:09:00,9317.32,Jewellery,Debit Card,Kochi,KL,India,MacOS,REGULAR,Approved,No,2,Low,,1,0,Mastercard,MID7963,INR ,Blacklisted
TXN120058,CUST7929,2026-05-18 21:59:00,839.22,Healthcare,Debit Card,Surat,GJ,India,MacOS,New,Approved,No,28,Low,,0,2,amex ,MID5213,INR,New IP
TXN114962,CUST2078,2026-08-24 18:24:00,1019.73,Clothing,Debit Card,Mumbai,MH,India,MacOS,New,Approved,No,2,Low,,11,5,Mastercard,MID2867,INR,trusted
TXN142026,CUST5790,2026-05-01 08:53:23,820.39,grocery,NAN, gurugram,HR,India,ANDROID, New ,approved,YES,13,Critical,Velocity Alert,4,4,amex ,MID2186,INR,New IP
TXN120543,CUST3954,2026-03-09 19:05:00,Rs.1080.5,Fuel,Wallet,Hyderabad,TS,India,iOS,Premium,DECLINED,No,15,Low,,10,6,RuPay,MID3922,USD,VPN Detected
TXN139466,CUST2655,2026-11-13 22:02:59,1023.78,food & dining,Wallet,Ahmedabad,GJ,India,IOS, Regular ,DECLINED, yes ,12,High,,11,4,visa,MID8587,INR,Trusted
TXN103950,CUST2527,2026-06-30 09:52:00,898.57,Travel,Net Banking,Hyderabad,TS,India,Android,Regular,Blocked,Yes,26,Low,,5,1,amex ,MID9677,inr, VPN Detected
TXN108206,CUST4740,2026-08-24 08:43:00,1063.03,Jewellery,Debit Card,Kolkata,WB,India, Windows ,Regular,Approved,No,16,Low,,5,3,visa,MID7481,INR,Trusted
TXN135972,CUST9339,2026-07-17 04:55:23,4202.39,gaming,upi,Pune,MH,India,iOS,Regular,pending, yes ,47,Critical,Location Mismatch; Failed Authentication,10,4,Mastercard,MID7170,INR,NEW IP
TXN134781,CUST4659,2026-08-07 07:48:00,1155.18,Grocery,Net Banking,Chennai,TN,India,MacOS,New,Approved,No,17,Low,,7,5,Visa,MID3964,INR,NEW IP
TXN119152,CUST3395,2026-05-16 07:43:00,3636.77,Jewellery,UPI,Bengaluru,KA,India,iOS,New,Approved,No,23,Low,Velocity Alert,1,0, Mastercard ,MID3670,INR,Trusted
TXN128871,CUST3580,2026-04-29 09:52:00,5166.7,Food & Dining,Debit Card,Surat,GJ,India,Windows,Premium,Approved,No,11,Low,,12,3,RuPay,MID3211,INR,Blacklisted
TXN129038,CUST4742,2026-01-20 15:58:00,894.82,Gaming,Credit Card,Mumbai,MH,India,,Premium,Approved,No,14,Low,Velocity Alert,7,6, Mastercard ,MID1090,INR,Trusted
TXN115817,CUST2452,2026-06-01 21:49:00,6764.26,Food & Dining,Debit Card,Nashik,MH,India,iOS,Premium,Pending,No,3,Low,,10,1,Amex,MID8737,INR,Trusted
TXN114180,CUST3170,2026-09-24 02:07:00,7505.52,Travel,Debit Card,Surat,GJ,India,MacOS,Premium,Approved,No,21,Low,Unusual Time,8,2,,MID9200,INR,New IP
TXN107862,CUST8482,2026-01-12 20:20:00,1415.57,Fuel,UPI,Chennai,TN,India,Android,Premium,Approved,No,8,Low,,0,3,visa,MID8757,INR,Unknown
TXN114933,CUST6309,2026-07-09 02:30:00,5395.42,Utilities,Net Banking,Noida,UP,India,MacOS,Premium,Approved,No,20,Low,Unusual Time,7,4,Amex,MID8106,INR,New IP
TXN126933,CUST8625,2026-05-18 09:14:00,1371.95,Utilities,Net Banking,Pune,MH,India,Android,New,Pending,No,10,Low,,3,3,RUPAY,MID5819,INR,VPN Detected
TXN121937,CUST5590,2026-01-09 23:59:00,812.03, Clothing ,Net Banking,Indore,MP,India,MacOS,New,Approved,No,22,Low,Velocity Alert,7,2,visa,MID9192,INR,trusted
TXN126872,CUST5028,2026-02-15 19:17:00,2322.5,Education,Credit Card,Nashik,MH,India,iOS,Regular,Approved,No,7,Low,,0,4,RUPAY,MID1767,inr,trusted
TXN104029,CUST2472,2026-01-29 06:43:00,3654.42,Online Services,Net Banking,Jaipur,RJ,India,iOS,Premium,Approved,No,8,Low,,5,6,visa,MID8042,INR,Trusted
TXN134082,CUST7831,2026-03-24 05:31:00,1050.48,Education,Wallet,Gurugram,HR,India,Windows,Premium,Approved,No,1,Low,,6,2,visa,MID1098,INR,New IP
TXN128132,CUST5837,2026-04-04 16:21:00,1267.76,Fuel,UPI,Nagpur,MH,India,Android,New,Approved,No,12,Low,,3,0,amex ,MID2403,USD,Unknown
TXN124933,CUST1157,2026-05-23 19:07:00,3898.33,Fuel,Debit Card,Nashik,MH,India,Android,Regular,Approved,No,7,Low,New Device,2,4,visa,MID1382,INR,New IP
TXN101307,CUST2541,2026-06-22 01:11:00,4207.32,Healthcare,Debit Card,Jaipur,RJ,India,android,New,Approved,No,17,Low,Unusual Time,5,4,amex ,MID1107,INR,NEW IP
TXN121370,CUST7633,2026-05-15 21:30:00,3024.05,Fuel,Wallet,Hyderabad,TS,India,Windows,Regular,Approved,No,1,Low,,5,3,RUPAY,MID6096,INR,Blacklisted
TXN121912,CUST7621,2026-01-26 21:45:00,6135.75,Clothing,UPI,Jaipur,RJ,India,Windows,Regular,Approved,No,19,Low,,11,1, Mastercard ,MID6217,inr,trusted
TXN135848,CUST8187,2026-02-26 08:08:54,3961.7, Utilities ,Debit  Card,pune,MH,India, nan ,Regular,PENDING,No,6,Medium,,7,5,amex ,MID3341,INR,Trusted
TXN106405,CUST8846,2026-05-15 12:18:00,33193.84,Utilities,Net Banking,Hyderabad,TS,India,Windows,New,Approved,No,14,Low,,8,4,amex ,MID4996,INR ,NEW IP
TXN138452,CUST7424,2026-04-04 20:53:16,816.29,Jewellery,WALLET,Bangalore,KA,India,MACOS,PREMIUM,Pending,YES,7,Medium,High Amount; New Device,1,4,Mastercard,MID2642,INR,trusted
TXN120368,CUST1261,2026/01/20 03:38:00,1778.67,Food & Dining,Net Banking,Thane,MH,India,iOS,Regular,Approved,No,16,Low,Unusual Time,7,5, Mastercard ,MID6234,INR,New IP
TXN105811,CUST2117,2026-07-14 01:09:00,8452.12,Healthcare,Net Banking,Ahmedabad,GJ,India,,New,Declined,No,23,Low,Unusual Time,9,5,amex ,MID5222,INR, VPN Detected
TXN111384,CUST2529,2026-05-05 16:08:00,3879.83,Grocery,Wallet,Nashik,MH,India,Android,Regular,Pending,No,15,Low,,7,1,amex ,MID5233,INR,Blacklisted
TXN131291,CUST5783,2026-09-23 04:03:00,33460.86,Clothing,Debit Card,Chennai,TN,India,Android,Regular,Approved,No,26,Low,Unusual Time,9,4,Visa,MID4792,INR,Unknown
TXN140973,CUST3940,2026-03-15 19:05:05,1176.55,HEALTHCARE,Net Banking,Lucknow,UP,India,, Regular ,APPROVED,Y,16,Medium,New Device; Location Mismatch,9,7,RuPay,MID6952,INR, VPN Detected
TXN109083,CUST5919,2026-08-27 23:56:00,5565.76,Food & Dining,Debit Card,Jaipur,RJ,India,MacOS,Premium,Blocked,Yes,63,High,Velocity Alert; Location Mismatch,9,1,amex ,MID2433,INR,NEW IP
TXN103996,CUST4504,2026-08-30 05:45:00,10814.51,Food & Dining,Net Banking,Ahmedabad,GJ,India,iOS,Regular,Approved,No,14,Low,,5,3, Mastercard ,MID1737,INR, VPN Detected
TXN140646,CUST3163,2026-10-17 08:54:54,1912.59,electronics,credit card,Chennai,TN,India,Android,Premium,DECLINED,Yes,36,Low,Velocity Alert; Location Mismatch,5,0,Amex,MID3724,INR,Blacklisted
TXN121454,CUST6808,2026-07-29 12:00:00,675.03,Clothing,Debit Card,Ahmedabad,GJ,India,Android,New,Approved,No,11,Low,,8,3,visa,MID7000,INR,New IP
TXN112604,CUST2920,2026-03-16 03:46:00,5443.15,Gaming,UPI,Nashik,MH,India,Android,New,Approved,No,15,Low,Unusual Time,12,2,Amex,MID6783,INR,Trusted
TXN108011,CUST4128,2026-06-19 13:25:00,5460.39,Grocery,Net Banking,Jaipur,RJ,India,Windows,New,Approved,No,16,Low,Failed Authentication,7,4, Mastercard ,MID5095,INR , VPN Detected
TXN140236,CUST4375,2026-04-16 12:49:54,1366.01, nan ,Wallet,Jaipur,RJ,India,MacOS,PREMIUM,blocked,No ,8,Low,New Device,4,6,Mastercard,MID1443,INR, VPN Detected
TXN133314,CUST7008,2026-07-12 23:35:00,561.28,Jewellery,Debit Card,Lucknow,UP,India,iOS,Premium,Pending,No,14,Low,,4,4,RuPay,MID7363,INR,trusted
TXN131000,CUST3470,2026-01-16 11:44:00,2533.8,Travel,Wallet,Indore,MP,India,Windows,Regular,Declined,No,1,Low,,11,5,amex ,MID3318,INR,NEW IP
TXN132959,CUST3851,2026-08-28 15:53:00,5207.19,Food & Dining,Credit Card,Kolkata,WB,India,MacOS,Regular,Approved,No,14,Low,,11,0,Amex,MID6252,INR,Blacklisted
TXN131007,CUST9697,2026-06-17 21:45:00,273.51,Gaming,UPI,Kolkata,WB,India,MacOS,Premium,Approved,No,10,Low,,0,5,Amex,MID4783,Rs,Trusted
TXN112620,CUST4702,2026-03-31 14:10:00,33183.9,Grocery,Debit Card,Pune,MH,India,MacOS,Premium,Approved,No,14,Low,Location Mismatch,2,6,amex ,MID9972,INR,trusted
TXN121155,CUST3776,2026-05-06 06:13:00,1803.26,Utilities,Wallet,Hyderabad,TS,India,Android,New,Approved,No,22,Low,New Device,0,2, Mastercard ,MID9114,INR,Blacklisted
TXN133135,CUST1188,2026-05-23 13:17:00,1051.07,Online Services,Wallet,Kolkata,WB,India,Android,Premium,Approved,No,7,Low,,10,1, Mastercard ,MID3617,INR,Trusted
TXN108939,CUST8642,2026-03-31 03:19:00,1115.71,Fuel,Debit Card,Thane,MH,India,Windows,Regular,Approved,No,11,Low,Unusual Time,5,2,visa,MID3699,USD,Unknown
TXN143183,CUST6276,2026-12-18 21:51:45,1048.68,Food & Dining,CREDIT CARD,Poona,MH,India,Android,regular,BLOCKED,Y,81,Critical,New Device; Velocity Alert; Location Mismatch,14,7,amex ,MID7343,INR,trusted
TXN100502,CUST8916,2026-04-15 02:23:00,1908.53,Travel,Debit Card,Surat,GJ,India,Windows,Premium,Blocked,Yes,51,Medium,Unusual Time,1,5,RuPay,MID4463,INR,trusted
TXN132272,CUST8636,2026-04-16 20:57:00,2928.54,Travel,Credit Card,Chennai,TN,India,Windows,Premium,Approved,No,10,Low,,12,6, Mastercard ,MID8013,INR, VPN Detected
